https://www.ctcrash.uconn.edu/QueryTool2.action?qid=215822
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1388726","1","1","Vehicle in Operation","1","Mazda","2018","2018","Cx-5 Touring","Black","E","Eastbound","false","47","Other Fixed Object (wall, building, tunnel, etc.)","3","Backing","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","3","Backing","0","None","JM3KFBCM4J0472227","1","No Control Device","88","Not Applicable","33","Curb","8","Ran Off Roadway Right","47","Other Fixed Object (wall, building, tunnel, etc.)","47","Other Fixed Object (wall, building, tunnel, etc.)","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","06002","","false","","false","false","MAYFAIR CT","false","CT","false","false","1","Hartford Insurance Company of Midwest","","","","","","","","","","","","","","","","","","","","","","","",""
"1388731","1","1","Vehicle in Operation","1","TOYT","2008","2008","YAR","Gray","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","JTDBT923181295353","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","UnitedStates","","false","false","","false","false","Farmington Avenue","false","CT","false","false","","AAA Insurance","","","","","","","","","","","","","","","","","","","","2026-06-12","","","",""
"1388731","2","1","Vehicle in Operation","1","HOND","2025","2025","HRV","Green","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","","","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","3CZRZ2H72SM755820","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Alpharetta","GA","UnitedStates","","false","false","","false","false","Farmington Avenue","false","CT","false","false","","Progressive Insurance","","","","","","","","","","","","","","","","","","","","2026-06-30","","","",""
"1388740","1","1","Vehicle in Operation","2","NISS","2017","2017","ALTIM","BLAC","E","Eastbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","45","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","7","Turning Left","0","None","1N4AL3AP4HC237549","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Rockland","MA","","02370","","false","","false","false","Day Hill Road","false","MA","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-06-12","","","",""
"1388740","2","1","Vehicle in Operation","2","Mazda","2014","2014","Cx-5 Sport","Gray","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JM3KE4BE9E0425208","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","","06082","","false","Midtown Automotive","false","false","Day Hill Road","false","CT","false","false","1","LM-General Insurance Company","","","","","","","","","","","","","","","","","","","","2027-02-13","","","",""
"1388741","1","1","Vehicle in Operation","1","Ford","2003","2003","Econoline E250","White","S","Southbound","false","22","Motor Vehicle In Motion","3","Backing","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","3","Functional Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","3","Backing","0","None","1FTNE24W03HA50498","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06120","","false","","false","false","Rood Ave","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2026-06-15","","","",""
"1388741","2","1","Vehicle in Operation","1","Hyundai","2017","2017","Elantra Se/limited","Silver","E","Eastbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","13","Stopped in Traffic","0","None","5NPD84LF4HH116706","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","06002","","false","","false","false","Rood Ave","false","CT","false","false","1","USAA General Indemnity Company  GIC","","","","","","","","","","","","","","","","","","","","","","","",""
"1388750","1","1","Vehicle in Operation","1","Toyota","2008","2008","RAV4","Silver","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","JTMBD33V086077000","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wethersfield","CT","","06109","","false","Volpe's Auto ","false","false","Darling Street ","false","CT","false","false","1","ALLSTATE NORTH AMERICAN INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2026-11-20","","","",""
"1388750","2","1","Vehicle in Operation","1","Subaru","2010","2010","Forester 2.5x Limite","Green","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JF2SH6DC7AH724118","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Plantsville","CT","","06479","","false","Nelcon Towing ","false","false","Darling Street ","false","CT","false","false","1","Plymouth Rock Assurance","","","","","","","","","","","","","","","","","","","","2026-08-15","","","",""
"1388764","1","1","Vehicle in Operation","1","Chevrolet","1997","1997","C1500","Red","N","Northbound","false","22","Motor Vehicle In Motion","15","Wrong way (or Wrong Side)","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","15","Wrong way (or Wrong Side)","0","None","1GCEC14M3VZ127828","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Suffield","CT","","06078","","false","","false","false","Suffield Street","false","CT","false","false","1","American Modern Casualty and Property Insurance Co","","","","","","","","","","","","","","","","","","","","2026-12-31","","","",""
"1388764","2","1","Vehicle in Operation","1","Jeep","2019","2019","Cherokee Latitude","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1C4PJMCB6KD156717","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","","06082","","false","","false","false","Suffield Street","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388772","1","1","Vehicle in Operation","1","Infiniti","2013","2013","G37 Awd","Black","W","Westbound","false","22","Motor Vehicle In Motion","5","Overtaking/Passing","0","None","88","Not Applicable","45","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","5","Overtaking/Passing","0","None","JN1CV6AR5DM351308","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Hartford","CT","","06119","","false","","false","false","North Road ","false","CT","false","false","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388772","2","1","Vehicle in Operation","1","Volkswagen","2020","2020","Jetta S","Black","W","Westbound","false","22","Motor Vehicle In Motion","6","Turning Right","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","6","Turning Right","0","None","3VWC57BU3LM087155","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","ENFIELD                  ","CT","","06082","","false","RTT","false","false","North Road ","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1388773","1","1","Vehicle in Operation","1","Hyundai","2018","2018","Elantra Se","Black","W","Westbound","false","36","Guardrail Face","2","Negotiating a Curve","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","5","One-Way Trafficway","1","3","Curve Right","2","Uphill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","5NPD84LF6JH320266","1","No Control Device","88","Not Applicable","36","Guardrail Face","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Suffield","CT","","06078","","false","155 South Rd, Enfield, CT 06082","false","false","Hazard Ave Exit to Rtoue 5 ","false","CT","false","false","1","GIECO","","","","","","","","","","","","","","","","","","","","","","","",""
"1388776","1","1","Vehicle in Operation","1","Lexus","2017","2017","Gs 350","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JTHCZ1BLXHA005209","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Newington","CT","","06111","","false","Central Auto","false","true","Fenn Road","false","CT","false","false","1","Hanover American","","","","","","","","","","","","","","","","","","","","2026-09-21","","","",""
"1388776","2","2","Parked Vehicle","1","FRHT","2021","2021","M2 106 MEDIUM DUTY","White","N","Northbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","5","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","1","No Damage","97","Other","13","Stopped in Traffic","0","None","3ALACXFC5MDML1229","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Windsor","CT","","06088","","false","N/A","false","true","Fenn Road","false","CT","false","false","1","Liberty Mutual","","","","","","","","","","","","","","","","","","","","2026-05-01","","","",""
"1388777","1","1","Vehicle in Operation","1","Hyundai","2011","2011","Sonata GLS","Blue","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","7","Turning Left","0","None","5NPEB4ACXBH200163","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Rocky Hill","CT","","06067","","false","Central Towing","false","false","Cromwell Avenue","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388777","2","1","Vehicle in Operation","1","Volkswagen","2021","2021","Atlas Sel","Blue","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1V2ER2CA6MC523313","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","26","Other Non-Fixed Object","88","Not Applicable","1","No Special Function","88","Not applicable","","","Rocky Hill","CT","","06067","","false","Maribelli's","false","false","Cromwell Ave","false","CT","false","false","1","Progressive Direct","","","","","","","","","","","","","","","","","","","","","","","",""
"1388778","1","1","Vehicle in Operation","1","Toyota","2024","2024","Camry Se Night Shade","Blue","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1G11BK3RU120585","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","ROCKY HILL","CT","","06067","","false","Private tow","false","false","Main Street","false","CT","false","false","1","USAA Casualty Insurance Company  CIC","","","","","","","","","","","","","","","","","","","","","","","",""
