https://www.ctcrash.uconn.edu/QueryTool2.action?qid=215822
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1380474","1","1","Vehicle in Operation","2","Nissan","2009","2009","Altima 2.5/2.5 S","Blue","N","Northbound","false","40","Tree (standing)","1","Straight Ahead","0","None","88","Not Applicable","88","1","Towed Due to Disabling Damage","99","Unknown","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1N4AL21E79N538296","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","40","Tree (standing)","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","UnitedStates","06106","","false","A&M","false","false","Handel Rd.","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2026-09-20","","","",""
"1380477","1","1","Vehicle in Operation","1","Chrysler","2016","2016","200 S","White","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1C3CCCDG0GN126082","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Newington","CT","","06111","","false","","false","false","East Cedar Street","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2026-05-10","","","",""
"1380477","2","1","Vehicle in Operation","1","Nissan","2010","2010","Altima 2.5/2.5 S","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","2","Uphill","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","1N4AL2AP8AC187089","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","South Windsor","CT","","06074","","false","","false","false","East Cedar Street","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-07-25","","","",""
"1380478","1","1","Vehicle in Operation","2","Rivian","2023","2023","R1s Launch Edition","Green","E","Eastbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","7PDSGABL0PN007893","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Weatogue","CT","","06089","","false","","false","false","Blue Ridge Road","true","CT","false","false","1","ALLSTATE NORTH AMERICAN INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2026-03-15","","","",""
"1380478","2","1","Vehicle in Operation","1","HOND","2026","2026","HR-V","GREE","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","3CZRZ2H50TM716711","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Longmeadow","MA","","01028","","false","A1 Towing, Canton, CT","false","false","HOPMEADOW ST","false","MA","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2026-01-31","","","",""
"1380479","1","1","Vehicle in Operation","1","TOYOTA","2006","2006","CAMRY","Black","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","WBANV13518C150856","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Hopmeadow Street","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380479","2","1","Vehicle in Operation","2","Toyota","2011","2011","Sienna","Gray","N","Northbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","3","Passenger Van","11","Slowing","0","None","5TDZK3DC8BS174437","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","06002","","false","","false","false","Hopmeadow Street","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1380479","3","1","Vehicle in Operation","1","Subaru","2019","2019","Forester Limited","Silver","N","Northbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","11","Slowing","0","None","JF2SKAUC9KH481854","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Glastonbury","CT","","06033","","false","","false","false","Hopmeadow Street","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2026-01-29","","","",""
"1380480","1","1","Vehicle in Operation","1","Nissan","2004","2004","Altima/S/SL","Black","E","Eastbound","false","36","Guardrail Face","2","Negotiating a Curve","4","Steering","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","4","Steering","1N4AL11D14C182997","1","No Control Device","88","Not Applicable","36","Guardrail Face","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","06002","","false","Farmington Motor Sports","false","true","Hartford Road","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1380487","1","1","Vehicle in Operation","1","Jeep","2025","2025","Grand Cherokee Summi","White","E","Eastbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","30","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","1C4RJHEG8S8696619","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Houston","TX","","77057","","false","","false","false","94-E (EXIT 5)","false","CT","false","false","1","Hanover American","","","","","","","","","","","","","","","","","","","","","","","",""
"1380487","2","1","Vehicle in Operation","1","Chevrolet","2014","2014","Cruze Ls","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1PA5SG3E7288994","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Glastonbury","CT","","06033","","false","N/A","false","false","94-E (EXIT 5)","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-01-21","","","",""
"1380490","1","1","Vehicle in Operation","1","Toyota","2014","2014","Sienna LE","Blue","N","Northbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","4","Downhill","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","11","Slowing","0","None","5TDKK3DC8ES521285","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Stafford","CT","","06075","","false","N/A","false","false","RT 9 EXIT 31","false","CT","false","false","1","Property and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1380490","2","1","Vehicle in Operation","1","Nissan","2015","2015","Rogue S/sl/sv","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","KNMAT2MV7FP536456","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Hartford","CT","","06107","","false","N/A","false","false","RT 9 EXIT 31","false","CT","false","false","1","GEICO Choice Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1380493","1","1","Vehicle in Operation","1","NEW FLYER","2025","2025","XDE40","BLUE","N","Northbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","8","Transit Bus","7","Turning Left","0","None","5FYH8FR10SB111536","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","4","Vehicle Used as Other Bus","88","Not applicable","","","Newington","CT","UnitedStates","06111","","false","","false","false","233 Woodlawn Rd","false","CT","false","false","3","TRAVELERS INSURANCE","","","","","","","","","","","","","","3","More than 26,000 lbs","11","Bus (seats for more than 15 occupants, including driver)","2","Bus","","","","",""
"1380494","1","1","Vehicle in Operation","2","Volkswagen","2013","2013","Cc Sport","Black","E","Eastbound","false","36","Guardrail Face","99","Unknown","99","Unknown","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","99","Unknown","99","Unknown","WVWBP7AN0DE539427","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","36","Guardrail Face","42","Traffic Sign Support","41","Utility Pole","1","No Special Function","88","Not applicable","","","Litchfield","CT","UnitedStates","06759","","true","Nelcon, 1163 Mill Street, E Berlin, 06023","false","false","Deming Road","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1380496","1","1","Vehicle in Operation","1","Toyota","2014","2014","Highlander Xle","White","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5TDJKRFHXES033592","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","UnitedStates","06082","","false","","false","false","South Road","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-08-08","","","",""
"1380496","2","1","Vehicle in Operation","1","Ford","2004","2004","Taurus SES","Green","E","Eastbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","1FAFP55S64A192351","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","","06082","","false","","false","false","South Road","false","CT","false","false","1","Farmers Group Property and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2027-02-09","","","",""
"1380510","1","1","Vehicle in Operation","1","Mazda","2007","2007","Mazda3","Black","E","Eastbound","false","41","Utility Pole","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JM1BK344271720213","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","41","Utility Pole","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Torrington","CT","","06790","","false","Merli Automotive","false","false","Rock RD","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1380524","1","1","Vehicle in Operation","1","Chevrolet","2007","2007","Silverado C2500hd","White","S","Southbound","false","22","Motor Vehicle In Motion","5","Overtaking/Passing","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","5","Overtaking/Passing","0","None","1GCHC24U07E106304","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06120","","false","N/A","false","false","TROUT BROOK DR","false","CT","false","false","1","PHILADELPHIA INDEMNITY INS CO","","","","","","","","","","","","","","","","","","","","2027-02-01","","","",""
"1380524","2","1","Vehicle in Operation","1","International","2022","2022","Mv607","White","S","Southbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","2","Minor Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","13","Stopped in Traffic","0","None","3HAEUMML0NL491455","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Windsor","CT","","06088","","false","N/A","false","false","TROUT BROOK DR","false","CT","false","false","1","MIDDLESEX INSURANCE COMPANY","","PENSKE LEASING AND RENTAL CO.","East Windsor","CT","","06088","","","","","","","","","","","","","","","","","",""
"1380531","1","1","Vehicle in Operation","1","Nissan","2014","2014","Titan S/sv/sl/pro-4x","Blue","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","1","Straight Ahead","0","None","1N6AA0EC8EN505344","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Canton","CT","","06019","","","","false","false","Mountain Road","false","CT","false","false","1","New London County Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","2026-10-01","","","",""
"1380531","2","1","Vehicle in Operation","1","Hyundai","2020","2020","Elantra Sel","Black","N","Northbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","5NPD84LF9LH553304","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Winsted","CT","","06098","","","","false","false","Mountain Road","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2026-05-21","","","",""
"1380532","1","1","Vehicle in Operation","1","Honda","2024","2024","Accord Hybrid Sport","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","4","Changing Lanes","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","4","Changing Lanes","0","None","1HGCY2F5XRA028711","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Britain","CT","","06051","","false","","false","false","Park Rd","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380532","2","1","Vehicle in Operation","1","Audi","2018","2018","Q5 Premium Plus","White","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","WA1BNAFY1J2124078","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Hartford","CT","","06119","","false","","false","false","Park Rd","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2026-03-30","","","",""
"1380533","1","1","Vehicle in Operation","1","NISS","","","ROGUE","SILVER","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1BT3BA1SC797427","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tulsa","OK","","74134","","false","N/A","false","false","South Road","false","FL","false","false","1","SELF-INSURED","","","","","","","","","","","","","","","","","","","","","","","",""
"1380533","2","1","Vehicle in Operation","1","Audi","2015","2015","Q5 Premium","Brown","E","Eastbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","30","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","5","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","WA1CFAFPXFA098487","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Farmington","CT","UnitedStates","06032","","false","N/A","false","false","South Road","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2026-07-29","","","",""
"1380534","1","1","Vehicle in Operation","2","Nissan","2019","2019","Rogue S","Gray","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AT2MVXKC795374","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Hartford","CT","","06107","","false","Car Craft, LLC","false","false","Wardwell Road","false","CT","false","false","1","CSAA Affinity Insurance Company","","","","","","","","","","","","","","","","","","","","2026-06-08","","","",""
"1380534","2","1","Vehicle in Operation","1","MAZDA","2007","2007","3","GRAY","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JM1BK32G671708630","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","","06511","","false","Car Craft, LLC","false","false","Sedgwick Road","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380535","1","1","Vehicle in Operation","1","Toyota","2014","2014","Tacoma Access Cab","Gray","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","88","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","0","None","5TFUU4EN6EX097091","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06105","","","Central Automotive","false","false","Bloomfield Avenue","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1380535","2","1","Vehicle in Operation","1","Subaru","2011","2011","Forester 2.5x Premiu","Blue","S","Southbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","88","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","13","Stopped in Traffic","0","None","JF2SHADC4BH754276","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Colebrook","CT","","06021","","","Central Automotive","false","false","Bloomfield Avenue","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1380536","1","1","Vehicle in Operation","1","Acura","2022","2022","Rdx","Silver","N","Northbound","false","46","Mailbox","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5J8TC2H33NL007501","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","46","Mailbox","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Hartford","CT","","06119","","false","Private Tow - AAA","false","false","North Main St","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1380537","1","1","Vehicle in Operation","1","Toyota","2000","2000","Camry LE/XLE","Gray","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","7","Turning Left","0","None","4T1BF28K6YU102699","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Hartford","CT","","06119","","false","","false","false","North Quaker La","false","CT","false","false","1","Amica Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","2026-07-01","","","",""
"1380537","2","1","Vehicle in Operation","1","TAIZHOU","2024","2024","ZHILONG","BLACK","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","12","Moped","1","Straight Ahead","0","None","HZ2TBCNM5R1000668","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","","06511","","false","CT Automotive, LLC","false","false","Asylum Ave","false","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380538","1","1","Vehicle in Operation","1","BMW","2007","2007","X3 3.0si","Silver","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","50","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","WBXPC934X7WF15660","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor","CT","","06095","","false","Corona's ","false","false","I-84","false","CT","false","false","1","Allstate Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
